k1,k2,k3,k5,k7,k9,k11,k13,k15
0.6158940397350994,0.6158940397350994,0.609271523178808,0.5894039735099338,0.5761589403973509,0.5761589403973509,0.5695364238410596,0.5695364238410596,0.5629139072847682
