k1,k2,k3,k5,k7,k9,k11,k13,k15
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5666666666666667,0.5555555555555556,0.5666666666666667,0.5777777777777777,0.5666666666666667,0.5777777777777777
