k1,k2,k3,k5,k7,k9,k11,k13,k15
0.6158940397350994,0.6158940397350994,0.4105960264900662,0.4768211920529801,0.4370860927152318,0.423841059602649,0.41721854304635764,0.4105960264900662,0.41721854304635764
