k1,k2,k3,k5,k7,k9,k11,k13,k15
0.5555555555555556,0.5555555555555556,0.5666666666666667,0.6333333333333333,0.6444444444444445,0.6555555555555556,0.6444444444444445,0.6666666666666666,0.6888888888888889
