k1,k2,k3,k5,k7,k9,k11,k13,k15
0.5308641975308642,0.5308641975308642,0.5185185185185185,0.5185185185185185,0.5308641975308642,0.5308641975308642,0.5432098765432098,0.5185185185185185,0.5185185185185185
