k1,k2,k3,k5,k7,k9,k11,k13,k15
0.8384615384615385,0.8384615384615385,0.9153846153846154,0.9153846153846154,0.9153846153846154,0.9153846153846154,0.9153846153846154,0.9153846153846154,0.9153846153846154
