k1,k2,k3,k5,k7,k9,k11,k13,k15
0.8384615384615385,0.8384615384615385,0.8692307692307693,0.8769230769230769,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.8846153846153846
