k1,k2,k3,k5,k7,k9,k11,k13,k15
0.6212121212121212,0.6212121212121212,0.5909090909090909,0.5757575757575758,0.5227272727272727,0.4393939393939394,0.4621212121212121,0.4696969696969697,0.49242424242424243
