k1,k2,k3,k5,k7,k9,k11,k13,k15
0.6212121212121212,0.6212121212121212,0.6212121212121212,0.5984848484848485,0.5757575757575758,0.5757575757575758,0.5909090909090909,0.5757575757575758,0.5681818181818182
